2026-05-18 10:46:10.496 [info] I0518 10:46:10.495941 71474 server.go:1236] Starting language server process with pid 71474
2026-05-18 10:46:10.496 [info] I0518 10:46:10.496397 71474 server.go:301] Setting GOMAXPROCS to 4
2026-05-18 10:46:10.498 [info] I0518 10:46:10.498471 71474 server.go:440] Language server will attempt to listen on host 127.0.0.1
2026-05-18 10:46:10.498 [info] I0518 10:46:10.498798 71474 server.go:454] Language server listening on random port at 59493 for HTTPS (gRPC)
2026-05-18 10:46:10.498 [info] I0518 10:46:10.498818 71474 server.go:461] Language server listening on random port at 59494 for HTTP
2026-05-18 10:46:11.072 [info] I0518 10:46:11.072638 71474 server.go:433] Created extension server client at port 59490
2026-05-18 10:46:11.098 [info] I0518 10:46:11.097992 71474 cascade_manager.go:773] Reactive state is disabled
2026-05-18 10:46:11.124 [info] (Antigravity) 2026-05-18 10:46:11.124 [INFO]: Language server started
2026-05-18 10:46:11.146 [info] I0518 10:46:11.138828 71474 server.go:1693] initialized server successfully in 642.503417ms
2026-05-18 10:46:11.343 [info] (Antigravity) 2026-05-18 10:46:11.343 [INFO]: LS lspClient started successfully
2026-05-18 10:46:12.513 [info] I0518 10:46:12.512995 71474 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:loadCodeAssist Trace: 0x8ce951ef84af709e
2026-05-18 10:46:13.041 [info] I0518 10:46:13.041607 71474 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:fetchAvailableModels Trace: 0x95c35e85617901eb
2026-05-18 10:52:12.590 [info] I0518 10:52:12.590407 71474 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:fetchAvailableModels Trace: 0xb3096bc01ac297e4
2026-05-18 10:52:12.591 [info] I0518 10:52:12.590493 71474 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:loadCodeAssist Trace: 0x9c3725513d617a75
2026-05-18 10:58:12.523 [info] I0518 10:58:12.522987 71474 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:loadCodeAssist Trace: 0xa9055b7154a3d317
2026-05-18 10:58:13.020 [info] I0518 10:58:13.019730 71474 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:fetchAvailableModels Trace: 0xfb28b4bef10fff90
2026-05-18 11:04:11.948 [info] I0518 11:04:11.948174 71474 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:fetchAvailableModels Trace: 0x3464bc89a48d1d72
2026-05-18 11:04:12.449 [info] I0518 11:04:12.448625 71474 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:loadCodeAssist Trace: 0xadd02bac16162d83
