2026-05-16 12:58:28.273 [info] [LS Main] Starting language server from: /Applications/Antigravity.app/Contents/Resources/app/extensions/antigravity/bin/language_server_macos_arm
2026-05-16 12:58:28.341 [info] [LS Main] Args: --csrf_token ee392634-220b-498c-abe1-bb50864f9424 --extension_server_port 49583 --extension_server_csrf_token 2eb47982-6ba9-425c-b784-17d6dd79c566 --app_data_dir antigravity --cloud_code_endpoint https://cloudcode-pa.googleapis.com
2026-05-16 12:58:28.371 [info] [LS Main] Process spawned with PID: 1683
2026-05-16 12:58:29.269 [error] [LS Main stderr] I0516 12:58:29.268492  1683 server.go:1236] Starting language server process with pid 1683

2026-05-16 12:58:29.271 [error] [LS Main stderr] I0516 12:58:29.271054  1683 server.go:301] Setting GOMAXPROCS to 4

2026-05-16 12:58:29.278 [error] [LS Main stderr] I0516 12:58:29.278672  1683 server.go:440] Language server will attempt to listen on host 127.0.0.1

2026-05-16 12:58:29.280 [error] [LS Main stderr] I0516 12:58:29.279946  1683 server.go:454] Language server listening on random port at 49589 for HTTPS (gRPC)

2026-05-16 12:58:29.280 [error] [LS Main stderr] I0516 12:58:29.280117  1683 server.go:461] Language server listening on random port at 49590 for HTTP

2026-05-16 12:58:29.672 [error] No LS client info found for local authority
2026-05-16 12:58:30.308 [error] [LS Main stderr] I0516 12:58:30.305048  1683 server.go:433] Created extension server client at port 49583

2026-05-16 12:58:30.388 [error] [LS Main stderr] I0516 12:58:30.382447  1683 cascade_manager.go:773] Reactive state is disabled

2026-05-16 12:58:30.470 [info] [LS Main] LS started on port 49589
2026-05-16 12:58:30.474 [error] [LS Main stderr] I0516 12:58:30.474838  1683 server.go:1693] initialized server successfully in 1.204453917s

2026-05-16 12:58:31.820 [error] [LS Main stderr] I0516 12:58:31.819548  1683 http_helpers.go:151] URL: https://cloudcode-pa.googleapis.com/v1internal:loadCodeAssist Trace: 0xbe9c0b75438ac10a

2026-05-16 12:58:32.774 [error] [LS Main stderr] I0516 12:58:32.771769  1683 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:fetchAvailableModels Trace: 0x53706ac57a1c2847

2026-05-16 12:58:33.115 [error] [LS Main stderr] I0516 12:58:33.115498  1683 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:loadCodeAssist Trace: 0x7c8f8a2f7c529ff7

2026-05-16 12:58:34.779 [error] [LS Main stderr] I0516 12:58:34.779398  1683 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:loadCodeAssist Trace: 0xfddffa679b08fb8f

2026-05-16 12:58:36.018 [error] [LS Main stderr] I0516 12:58:36.018651  1683 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:fetchAvailableModels Trace: 0xbeb90c3655b8f6d1

2026-05-16 12:58:36.557 [error] [LS Main stderr] I0516 12:58:36.557437  1683 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:loadCodeAssist Trace: 0xe0a07566c61fb260

2026-05-16 13:01:31.947 [error] [LS Main stderr] E0516 13:01:31.947403  1683 log.go:398] failed to check terminal shell support: internal: internal error

2026-05-16 13:01:32.003 [error] [LS Main stderr] I0516 13:01:32.003735  1683 planner_generator.go:283] Requesting planner with 74 chat messages at model retry attempt 1 and API retry attempt 1

2026-05-16 13:01:40.685 [error] [LS Main stderr] I0516 13:01:40.685248  1683 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x581f70512188aa93

2026-05-16 13:01:42.908 [error] [LS Main stderr] I0516 13:01:42.908266  1683 planner_generator.go:283] Requesting planner with 76 chat messages at model retry attempt 1 and API retry attempt 1

2026-05-16 13:01:48.558 [error] [LS Main stderr] I0516 13:01:48.558249  1683 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x157bdee23ea501fa

2026-05-16 13:01:48.622 [error] [LS Main stderr] I0516 13:01:48.622278  1683 planner_generator.go:283] Requesting planner with 78 chat messages at model retry attempt 1 and API retry attempt 1

2026-05-16 13:01:54.214 [error] [LS Main stderr] I0516 13:01:54.214381  1683 http_helpers.go:151] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x2616ec0e1d0367a8

2026-05-16 13:01:54.279 [error] [LS Main stderr] I0516 13:01:54.279766  1683 planner_generator.go:283] Requesting planner with 80 chat messages at model retry attempt 1 and API retry attempt 1

